37.61,32.66,0.0,0.0,abc
45.7,56.76,0.0,0.0,abc
52.68,36.91,0.0,0.0,abc
21.03,5.81,0.0,0.0,abc
33.99,22.47,0.0,0.0,abc
29.04,55.84,0.0,0.0,abc
58.59,37.59,0.0,0.0,abc
30.39,36.11,0.0,0.0,abc
22.66,57.34,0.0,0.0,abc
32.46,21.27,0.0,0.0,abc
34.44,18.83,0.0,0.0,abc
28.24,10.55,0.0,0.0,abc
53.16,11.16,0.0,0.0,abc
28.06,9.6,0.0,0.0,abc
52.93,52.73,0.0,0.0,abc
34.89,11.43,0.0,0.0,abc
54.29,16.52,0.0,0.0,abc
58.56,38.69,0.0,0.0,abc
33.16,34.78,0.0,0.0,abc
14.22,56.37,0.0,0.0,abc
40.53,19.62,0.0,0.0,abc
17.04,29.48,0.0,0.0,abc
17.2,6.93,0.0,0.0,abc
39.18,12.95,0.0,0.0,abc
13.82,53.48,0.0,0.0,abc
63.53,41.55,0.0,0.0,abc
24.65,56.7,0.0,0.0,abc
55.17,55.74,0.0,0.0,abc
22.23,17.45,0.0,0.0,abc
17.62,18.25,0.0,0.0,abc
34.35,12.65,0.0,0.0,abc
39.25,36.98,0.0,0.0,abc
40.75,32.52,0.0,0.0,abc
28.4,27.18,0.0,0.0,abc
39.77,16.42,0.0,0.0,abc
7.38,21.18,0.0,0.0,abc
26.87,31.8,0.0,0.0,abc
55.77,57.19,0.0,0.0,abc
54.07,56.99,0.0,0.0,abc
19.99,33.91,0.0,0.0,abc
60.94,37.07,0.0,0.0,abc
32.91,23.02,0.0,0.0,abc
24.41,12.28,0.0,0.0,abc
17.14,6.91,0.0,0.0,abc
58.74,37.28,0.0,0.0,abc
34.18,38.99,0.0,0.0,abc
20.17,13.21,0.0,0.0,abc
14.94,23.74,0.0,0.0,abc
34.38,13.84,0.0,0.0,abc
35.34,41.14,0.0,0.0,abc
6.7,23.33,0.0,0.0,abc
27.46,33.88,0.0,0.0,abc
47.63,55.31,0.0,0.0,abc
23.21,15.74,0.0,0.0,abc
15.89,36.82,0.0,0.0,abc
44.21,24.59,0.0,0.0,abc
15.38,17.37,0.0,0.0,abc
54.97,53.17,0.0,0.0,abc
17.55,21.82,0.0,0.0,abc
16.17,38.35,0.0,0.0,abc
5.05,51.56,0.0,0.0,abc
56.81,54.45,0.0,0.0,abc
20.86,24.76,0.0,0.0,abc
19.74,19.33,0.0,0.0,abc
13.61,33.59,0.0,0.0,abc
38.88,38.46,0.0,0.0,abc
9.84,25.32,0.0,0.0,abc
42.86,30.43,0.0,0.0,abc
49.04,53.88,0.0,0.0,abc
18.57,8.06,0.0,0.0,abc
53.7,53.0,0.0,0.0,abc
14.23,31.17,0.0,0.0,abc
10.91,17.09,0.0,0.0,abc
41.2,26.11,0.0,0.0,abc
31.68,19.78,0.0,0.0,abc
52.58,17.15,0.0,0.0,abc
6.13,30.98,0.0,0.0,abc
28.0,34.77,0.0,0.0,abc
56.92,18.86,0.0,0.0,abc
19.41,57.13,0.0,0.0,abc
46.88,54.79,0.0,0.0,abc
47.54,54.18,0.0,0.0,abc
59.34,53.37,0.0,0.0,abc
30.76,17.5,0.0,0.0,abc
49.17,52.09,0.0,0.0,abc
45.18,54.34,0.0,0.0,abc
25.62,21.68,0.0,0.0,abc
11.64,53.57,0.0,0.0,abc
20.39,36.7,0.0,0.0,abc
51.99,15.77,0.0,0.0,abc
43.56,20.02,0.0,0.0,abc
31.91,16.25,0.0,0.0,abc
55.62,32.68,0.0,0.0,abc
21.23,31.51,0.0,0.0,abc
19.13,29.64,0.0,0.0,abc
7.62,18.79,0.0,0.0,abc
22.44,57.81,0.0,0.0,abc
7.55,15.75,0.0,0.0,abc
38.84,31.51,0.0,0.0,abc
23.28,29.64,0.0,0.0,abc
13.04,19.76,0.0,0.0,abc
53.36,10.99,0.0,0.0,abc
49.1,54.73,0.0,0.0,abc
42.61,53.71,0.0,0.0,abc
27.78,39.96,0.0,0.0,abc
18.73,13.22,0.0,0.0,abc
25.33,39.56,0.0,0.0,abc
40.75,22.97,0.0,0.0,abc
